122 Clones Eliminated
(688.020, -516.030)
(682.050, -383.100)
(1136.510, 490.750)
(276.410, -348.630)
(650.730, -322.450)
(521.760, -146.990)
(744.100, 89.730)
(956.110, 622.510)
(298.540, -298.280)
(976.350, 161.150)
(341.500, -643.930)
(207.740, -468.530)
(971.840, 742.730)
(850.780, 171.740)
(708.050, -346.440)
(1220.440, -28.500)
(309.920, -361.050)
(617.960, -651.660)
(-106.690, -490.660)
(995.490, -553.470)
(-542.230, -636.680)
(974.400, -179.650)
(-278.790, -501.060)
(867.780, -60.370)
(855.600, -77.180)
(-979.190, -325.510)
(616.060, -460.280)
(552.870, -877.470)
(470.760, -623.510)
(-808.070, -336.380)
(216.870, -332.210)
(-453.970, -543.620)
(1056.450, 321.230)
(845.250, 490.640)
(327.240, -621.420)
(-571.150, -299.360)
(897.630, 638.420)
(218.730, -483.650)
(774.400, -392.150)
(593.850, -475.750)
(-268.810, -500.890)
(908.810, -291.150)
(466.830, -663.650)
(-364.050, -478.800)
(-808.440, -324.570)
(840.650, -334.240)
(-666.470, -380.710)
(-339.260, -387.310)
(32.630, -404.910)
(530.990, -659.320)
(-58.090, -390.780)
(740.100, -51.620)
(559.420, -573.370)
(850.690, 408.000)
(-221.990, -438.880)
(939.160, 206.230)
(986.450, 405.270)
(-917.440, -387.500)
(913.310, 672.710)
(927.620, 485.240)
(862.610, -381.510)
(534.680, -647.830)
(820.730, -242.600)
(-466.540, -344.720)
(876.880, 787.670)
(198.970, -335.930)
(414.700, -216.950)
(733.850, -133.130)
(883.070, 899.760)
(737.030, -381.710)
(-581.490, -531.550)
(-630.700, -511.640)
(173.420, -491.730)
(710.910, -396.500)
(793.150, 267.090)
(874.550, -521.380)
(-74.630, -441.910)
(-777.530, -224.590)
(28.730, -390.410)
(20.890, -469.300)
(766.320, -218.280)
(900.380, -375.940)
(1013.760, -174.770)
(574.430, -664.010)
(857.250, 600.480)
(788.330, 28.930)
(-868.100, -183.350)
(336.130, -287.370)
(972.890, 803.970)
(961.620, 399.030)
(-1027.310, -325.010)
(224.340, -509.000)
(596.300, -948.660)
(349.590, -663.270)
(-1045.120, -1083.940)
(-1029.630, -256.860)
(-187.010, -427.400)
(890.020, 817.840)
(-672.530, -469.570)
(425.460, -760.560)
(816.820, 355.230)
(882.730, 363.820)
(493.920, -938.390)
(981.540, -637.630)
(837.160, -214.260)
(-267.930, -472.660)
(-643.650, -501.790)
(-708.010, -354.060)
(844.300, 195.430)
(496.130, -642.330)
(857.980, 798.880)
(896.400, 541.750)
(891.770, -309.960)
(909.820, -65.450)
(-516.750, -728.220)
(-655.650, -337.850)
(456.240, -291.320)
(-393.520, -362.260)
(884.810, -164.350)
(657.150, -445.760)
(-549.360, -675.510)
(1018.820, 302.910)
(-344.050, -435.920)
(-496.460, -341.850)
(549.540, -570.490)
(962.250, -425.760)
(941.890, -229.160)
(1070.530, -182.250)
(999.650, -45.050)
(876.740, 1009.030)
102 Clones Eliminated
(-199.810, -1221.950)
(-933.240, -244.820)
(1139.400, 726.100)
(860.570, 1045.240)
(941.770, -34.010)
(508.760, 1088.650)
(-101.110, 756.470)
(490.600, -238.090)
(-1123.560, -610.790)
(500.400, 699.150)
(630.020, 31.290)
(-202.700, 246.360)
(-304.630, 818.390)
(100.310, 194.260)
(-983.990, -670.460)
(949.350, 837.860)
(-105.900, 32.750)
(448.750, -890.750)
(-278.170, -208.480)
(897.230, 562.250)
(882.750, 306.590)
(-712.240, -273.830)
(-257.300, -422.990)
(714.310, 778.350)
(324.450, 679.630)
(-55.000, 239.080)
(807.560, 468.950)
(853.250, 815.920)
(752.390, 300.880)
(-737.060, -135.380)
(723.940, 627.970)
(-585.590, -333.580)
(-832.050, -502.730)
(-850.360, 40.490)
(-248.140, 771.430)
(145.340, 77.190)
(75.670, 674.790)
(381.700, -477.780)
(188.740, 938.720)
(692.840, 752.670)
(666.380, 341.190)
(720.090, -108.220)
(747.870, 1038.480)
(-118.790, -414.220)
(593.670, 67.760)
(-776.180, -781.510)
(710.510, 429.670)
(-357.570, 393.240)
(-383.980, 62.070)
(891.340, 648.420)
(-142.230, 931.450)
(504.180, -485.560)
(-78.060, 1024.180)
(-72.180, 346.210)
(-642.670, -386.080)
(-111.050, -149.230)
(-737.410, -926.360)
(-467.290, 142.770)
(622.310, 414.980)
(652.330, -963.030)
(-463.450, -387.300)
(650.230, -432.020)
(-47.890, -618.060)
(881.340, 161.010)
(-94.950, -118.640)
(-126.370, 852.370)
(761.410, 389.880)
(953.470, 346.030)
(72.200, -103.400)
(825.900, 626.110)
(710.420, 565.780)
(315.170, 554.020)
(-98.560, -161.800)
(533.260, -546.330)
(-113.340, 531.770)
(101.600, 407.840)
(777.030, -527.170)
(-300.970, 365.610)
(-736.250, -474.860)
(832.550, 132.420)
(397.220, -693.000)
(-434.910, 470.780)
(-511.980, 202.020)
(-250.430, -100.020)
(-893.080, 109.820)
(136.650, -191.560)
(-722.830, -823.170)
(208.510, -310.490)
(767.310, 971.540)
(-188.050, 622.170)
(-282.350, 179.470)
(-341.610, 434.960)
(598.100, 749.950)
(1125.980, 959.880)
(-587.110, 99.550)
(-335.090, -391.070)
(430.960, -753.940)
(-117.900, 336.120)
(284.080, -229.210)
(1112.520, 843.070)
(318.120, -757.040)
(-698.390, 203.690)
(763.660, 184.930)
(50.110, 982.240)
(243.420, -803.520)
(-136.370, 666.520)
(290.090, -466.000)
(976.550, 255.350)
(352.760, -948.630)
(549.180, 631.940)
(159.400, 267.440)
(-302.610, -497.970)
(-920.280, -722.330)
(593.430, 505.290)
(963.630, -285.900)
(34.220, 429.390)
(-1030.830, -910.290)
(175.430, 847.290)
(-272.310, 132.310)
(774.570, -372.430)
(-871.050, -733.290)
(-347.400, 655.970)
(-267.910, -128.030)
(967.820, -366.910)
(-1035.810, -66.310)
(114.900, 63.150)
(-334.020, 306.300)
(-824.940, -700.750)
(102.790, 861.170)
(232.270, 720.850)
(140.100, 342.510)
(101.280, 457.210)
(1068.230, -509.760)
(1092.140, -270.620)
(966.690, -188.340)
(-1207.810, -553.100)
(-837.380, -783.610)
(-216.930, 399.960)
(-400.660, 333.470)
79 Clones Eliminated
(730.780, 116.450)
(895.690, 716.220)
(-601.340, 1035.750)
(-21.460, 476.470)
(635.430, -587.950)
(547.280, 1262.030)
(858.620, -716.770)
(102.160, -122.160)
(227.940, -304.720)
(414.890, -391.700)
(51.530, -195.700)
(494.720, 656.600)
(3.120, 381.350)
(676.080, 709.290)
(-496.510, -463.100)
(-1205.960, -163.610)
(-912.300, -950.000)
(419.230, -51.120)
(448.030, -199.320)
(-109.660, -116.130)
(565.620, -849.200)
(89.450, 221.680)
(-1077.100, -70.730)
(163.640, 99.450)
(-758.440, 220.090)
(802.470, -368.700)
(-104.390, 54.800)
(884.050, 921.710)
(-966.730, -487.330)
(-260.780, -267.400)
(-992.240, 160.100)
(648.840, 579.120)
(-11.140, 295.700)
(-1104.180, -443.150)
(-71.450, -404.940)
(-1124.630, 76.160)
(695.710, 813.500)
(239.780, 761.820)
(-759.870, 28.760)
(-518.160, 105.930)
(-878.310, -108.240)
(575.900, -788.280)
(-400.330, 201.730)
(665.770, -363.640)
(-715.920, -816.190)
(485.770, -983.020)
(-822.260, 176.230)
(443.690, 525.220)
(327.360, -507.930)
(-652.380, -437.140)
(584.960, -201.310)
(41.040, -22.220)
(303.860, -86.180)
(537.870, 564.300)
(494.160, -392.900)
(-865.210, -510.020)
(757.660, 811.290)
(202.860, -117.740)
(-194.950, 123.960)
(-892.260, -425.130)
(517.520, -470.080)
(694.810, -1159.520)
(38.750, -205.630)
(392.550, 592.320)
(-127.790, 198.570)
(375.550, -862.110)
(639.150, 829.160)
(907.710, 500.050)
(867.790, 424.250)
(672.400, -935.050)
(961.560, -432.370)
(403.060, -114.410)
(-393.530, -458.100)
(217.640, 16.790)
(1004.300, -201.460)
(-80.670, -294.400)
(385.170, -493.320)
(1023.520, 493.500)
(317.090, 262.310)
(825.530, -878.190)
(257.070, 290.320)
(-194.090, 399.980)
(1057.200, -999.920)
(952.060, 1116.430)
(226.240, 252.840)
(123.510, 524.910)
(891.450, -506.760)
(-1101.020, -391.650)
(-802.300, 288.310)
(-662.280, -36.890)
(439.180, 310.150)
(98.530, 825.870)
(100.240, -292.560)
(1382.400, -1092.890)
(-238.420, 282.750)
(425.170, 869.930)
(898.180, -337.040)
(89.100, -472.990)
(521.410, 830.660)
(524.540, 409.580)
(-12.530, -216.890)
(586.170, -1078.300)
(278.960, -387.690)
(1040.870, -296.510)
(-694.070, -166.650)
(1003.530, 421.950)
(341.040, 9.410)
(-715.480, -86.830)
(566.220, -982.240)
(148.940, 56.720)
(-790.820, -560.290)
(76.740, -159.390)
(-705.350, 180.070)
(-1155.960, -494.690)
(410.490, 781.760)
(670.680, -284.120)
(390.990, -23.090)
(-750.050, -629.490)
(470.850, -614.560)
(-834.920, 18.890)
(834.860, -219.630)
(-438.060, -279.420)
(94.280, 326.750)
(-284.220, 178.850)
(543.100, -200.040)
(-625.590, -570.310)
(36.420, 698.790)
(792.070, -268.930)
(-807.030, -742.280)
(693.020, -855.380)
(-276.340, 309.790)
(-14.240, -34.390)
(-683.090, -427.000)
116 Clones Eliminated
(441.120, 789.720)
(-312.500, 285.580)
(-726.300, 760.500)
(372.130, -1116.810)
(-717.180, -792.070)
(-54.130, -535.560)
(66.470, -349.690)
(84.530, -114.320)
(1096.370, 565.030)
(-17.030, -896.590)
(679.030, 293.620)
(658.200, -893.610)
(475.850, -231.600)
(917.660, 244.860)
(-67.550, 452.560)
(188.290, -472.260)
(70.780, 245.970)
(-18.590, 515.760)
(-405.570, -4.480)
(1016.410, -56.430)
(-23.010, -440.920)
(-185.820, -262.070)
(738.730, -119.970)
(911.460, 128.350)
(-250.330, 525.130)
(639.340, 34.510)
(972.660, -1097.480)
(508.820, -941.220)
(11.790, -67.580)
(507.230, -484.350)
(179.150, -778.270)
(-39.460, -63.100)
(534.130, 194.590)
(-31.660, 565.830)
(-26.080, -379.860)
(57.610, 433.430)
(-260.670, -355.450)
(-352.580, -235.390)
(990.430, 756.600)
(180.940, 109.850)
(-601.990, -409.680)
(290.850, -619.880)
(171.720, -361.400)
(-256.750, -86.210)
(-201.090, 547.740)
(-470.390, -491.700)
(189.880, -961.110)
(83.740, 491.100)
(-185.980, 602.850)
(-19.110, 10.350)
(884.110, -99.790)
(-121.680, -129.230)
(-1076.910, -624.120)
(-185.030, 482.620)
(-475.390, -187.450)
(201.210, -300.660)
(-142.400, 292.540)
(229.230, -52.220)
(514.910, 37.920)
(-165.410, -1073.380)
(-275.110, -947.930)
(75.970, 11.480)
(-84.640, -652.900)
(513.620, -600.590)
(244.540, 175.300)
(-89.120, 600.700)
(121.360, -74.140)
(468.420, 262.580)
(1020.810, 964.780)
(1086.590, -309.470)
(792.260, 138.620)
(514.670, 114.390)
(724.290, -980.130)
(39.050, -106.440)
(-890.070, -439.340)
(922.240, 710.530)
(-509.100, 446.380)
(-324.090, 17.360)
(646.400, 149.040)
(-102.940, -22.210)
(1023.750, 258.560)
(503.830, 256.520)
(-940.240, 264.100)
(208.870, 292.160)
(-300.350, -398.770)
(136.450, -254.530)
(-369.290, 518.880)
(-407.960, -313.960)
(-42.230, -430.400)
(-79.780, -595.130)
(-108.450, 794.820)
(16.110, -493.020)
(844.300, 92.840)
(270.640, -106.460)
(664.520, 147.930)
(534.820, 325.860)
(220.970, -682.510)
(-448.640, 127.350)
(733.360, 424.400)
(-201.360, 74.490)
(900.460, 695.970)
(28.970, -808.360)
(278.610, -369.340)
(-31.510, 600.260)
(294.790, -533.710)
(-140.130, -1011.000)
(-144.760, -872.910)
(926.040, 898.560)
(-229.860, 877.730)
(-135.340, 134.520)
(-111.510, -395.130)
(466.060, 322.870)
(-993.090, 235.650)
(-307.800, -617.870)
(440.560, 142.350)
(-157.860, 101.830)
(-341.350, -581.210)
(653.340, -963.100)
(774.450, 371.450)
(-145.440, 381.020)
(-117.630, 883.830)
(-580.950, 335.480)
(146.780, -429.740)
(-575.770, 280.440)
(207.270, -199.520)
(-302.840, -140.710)
(563.490, 128.040)
(822.590, -788.120)
(527.440, -22.530)
(498.040, -1076.830)
(-478.800, 355.190)
(6.550, 989.560)
(864.640, -175.950)
(-271.160, -141.160)
(576.910, 280.810)
(-1235.430, -1071.160)
(-518.450, 323.880)
(44.910, -21.080)
(392.690, -823.910)
(-171.360, 203.440)
(303.200, 271.880)
(1069.690, 10.350)
(905.690, 955.520)
(166.830, -1218.430)
(900.770, 527.200)
(-123.250, -95.010)
(-244.350, -1005.080)
(558.180, -900.670)
(-4.010, -301.780)
(651.170, -651.990)
(-217.830, -898.030)
(149.370, -717.280)
(272.390, 145.070)
(274.480, -197.660)
(543.840, 239.570)
(1130.140, -264.110)
(492.740, -535.530)
(346.870, -517.280)
(931.780, 332.570)
(-118.600, -243.370)
(855.340, -57.430)
(24.320, 152.620)
(872.520, -165.510)
(-40.500, 71.990)
(-468.150, 429.900)
(449.940, -447.600)
(-276.830, -888.130)
(-404.140, -454.620)
(598.340, -586.370)
(-143.000, -824.990)
(476.450, 29.190)
(731.110, -1085.700)
(81.770, -56.860)
(-221.520, 781.730)
(-159.400, 32.330)
(-340.400, 715.500)
(-308.160, 647.800)
(733.350, 337.700)
(-266.670, -256.780)
(-140.130, 0.480)
(484.680, 4.560)
(-90.620, 408.230)
(-63.160, -477.680)
(495.760, 153.710)
(577.390, -680.330)
(-269.150, 1003.280)
(356.020, 312.640)
(86.960, -589.020)
(67.090, -511.400)
(406.010, -907.670)
(135.110, -540.680)
(380.050, 34.490)
(43.370, -478.220)
(-5.970, -208.580)
(878.950, -224.660)
(-286.090, 918.430)
(-365.120, 974.720)
(824.850, 388.340)
(488.180, 106.050)
(-308.060, 485.370)
(-41.640, 736.010)
(124.840, -599.750)
(-329.910, 763.650)
(-956.090, 475.200)
(651.070, -91.440)
(-258.080, -315.390)
(-617.670, -455.950)
(-62.730, 699.500)
(772.510, 21.590)
(-343.440, 509.930)
(-229.100, 727.230)
(453.370, -21.490)
(259.360, -731.180)
(-158.720, 548.630)
(-557.900, 357.120)
(-82.870, -78.400)
(-106.940, 478.820)
(391.790, -981.280)
(741.430, 170.890)
(-23.660, 233.170)
(229.740, -1036.060)
(-161.520, 309.440)
(935.340, -155.300)
(345.980, 256.840)
(-54.640, -122.260)
(489.380, -853.660)
(-226.380, 825.320)
(-218.130, 99.150)
(-295.340, 864.400)
(417.420, -635.400)
(-557.200, 216.630)
(48.290, -700.340)
(86.080, -391.090)
(-416.950, -552.580)
(247.450, -695.220)
(-311.940, 554.630)
(378.480, -457.550)
(-28.310, 861.410)
(89.570, -562.360)
(-156.760, 896.190)
(10.770, -602.990)
(-960.440, -494.860)
(261.360, -221.860)
(342.430, -59.400)
(288.150, -326.790)
(-258.900, -534.030)
(1047.310, 1227.310)
(77.410, -724.100)
(30.580, 563.110)
(541.690, -597.370)
(-421.640, 173.210)
(792.130, 45.350)
(-185.330, -529.860)
(-284.880, -709.260)
(255.910, -327.670)
(838.170, 294.870)
(108.590, -135.800)
(281.870, 59.500)
(296.510, 7.070)
(180.320, -457.850)
(-295.870, -989.160)
(457.850, -726.790)
(763.330, 1185.730)
(741.660, -759.560)
(362.660, -567.050)
(365.100, -965.460)
(497.480, -575.210)
(-629.680, 386.540)
(-377.160, 473.210)
(164.260, -143.070)
(-267.440, -828.050)
(1049.280, 376.740)
56 Clones Eliminated
(874.620, 69.310)
(358.050, -840.540)
(206.380, 870.980)
(240.840, -745.160)
(197.870, 457.290)
(530.170, -566.460)
(213.070, 307.640)
(36.210, 698.680)
(71.120, 984.090)
(1118.930, 717.240)
(602.730, 725.820)
(220.380, -825.960)
(364.620, 1018.750)
(-445.970, 959.200)
(255.960, 749.400)
(256.510, 824.830)
(49.630, -368.250)
(388.340, -675.160)
(37.610, 1253.460)
(200.340, -162.070)
(160.170, 778.390)
(-896.940, 924.260)
(145.240, -1262.690)
(984.890, 882.460)
(326.340, 653.540)
(251.460, -339.100)
(174.920, -42.210)
(-122.530, 1059.650)
(-217.420, 727.960)
(53.220, 479.250)
(902.170, 736.080)
(1123.350, 941.240)
(-862.360, -932.850)
(770.390, 778.550)
(-795.750, 1034.250)
(-80.430, 836.650)
(137.380, -937.550)
(-254.420, -897.050)
(-109.720, 391.570)
(-492.680, -870.020)
(-577.420, -917.900)
(-190.810, 172.100)
(-269.490, 881.400)
(-284.270, -765.800)
(628.760, 1003.120)
(-118.700, 1173.480)
(-35.220, -489.210)
(160.770, 594.310)
(-101.370, -1187.890)
(-350.970, -867.240)
(479.230, 1379.330)
(665.940, -687.750)
(-226.070, -800.420)
(837.240, 838.630)
(845.220, 747.950)
(665.760, 729.480)
(507.880, 925.250)
(59.300, 316.610)
(105.780, 755.190)
(-22.370, 547.710)
(-461.360, 1038.680)
(329.400, 545.570)
(309.590, -344.300)
(16.820, -149.060)
(-80.660, 778.160)
(657.610, -795.530)
(-14.570, -212.950)
(94.260, -1016.840)
(-30.800, -543.690)
(-509.620, 834.360)
(-1019.210, 1010.700)
(-257.370, 1097.250)
(94.770, -368.610)
(178.710, 415.340)
(872.120, 1142.290)
(686.980, -915.300)
(-791.940, 873.930)
(-417.950, 695.040)
(160.690, 703.510)
(221.330, 681.760)
60 Clones Eliminated
(430.330, 659.280)
(-664.340, -450.710)
(-190.620, -279.600)
(-288.870, -960.660)
(991.320, -352.860)
(-501.760, -118.520)
(89.420, -687.670)
(83.690, -403.600)
(-913.220, 215.280)
(-963.300, 521.710)
(-950.110, -985.490)
(-663.940, 194.130)
(141.640, -1062.460)
(215.600, -721.290)
(439.340, -391.580)
(129.330, -879.860)
(-745.990, 577.290)
(989.060, -599.770)
(180.450, -875.420)
(356.060, -909.650)
(-999.350, 447.900)
(86.570, -534.760)
(462.190, -328.680)
(621.360, -547.480)
(-311.100, -333.730)
(399.360, -760.820)
(-215.150, -199.970)
(716.530, -452.290)
(-751.250, -102.640)
(465.660, -1063.990)
(214.830, -950.730)
(513.010, -311.990)
(-65.610, -451.610)
(-778.580, 535.270)
(-80.870, -251.700)
(-72.590, -527.760)
(-929.840, -269.430)
(-411.880, 85.890)
(184.840, -976.530)
(-999.790, -197.620)
(-583.090, 375.810)
(-355.680, -109.620)
(-1067.890, -430.310)
(-580.610, 265.050)
(671.030, -354.680)
(-816.820, 542.980)
(-482.510, -234.110)
(-592.230, 207.080)
(-920.010, -631.740)
(206.760, -304.810)
(-529.690, 438.640)
(-120.670, -380.470)
(397.340, -339.520)
(116.760, -309.570)
(-481.340, 126.420)
(-607.400, 136.260)
(-934.500, -554.320)
(4.040, -297.460)
(-543.230, 532.770)
(-394.830, -132.090)
(276.350, -819.180)
(-622.960, 32.780)
(-829.450, -29.720)
(-448.530, 196.760)
(-519.990, 310.570)
(445.900, -787.250)
(-156.390, -434.130)
(498.990, -588.710)
(-828.080, -675.800)
(204.490, -363.680)
(-358.840, -378.590)
(-397.570, -539.020)
(566.010, -355.200)
(-533.140, 780.130)
(-437.730, -606.780)
(-124.940, -570.860)
(-503.470, 415.650)
(-724.960, 120.360)
(392.510, -1064.770)
(-312.680, -174.580)
(-491.480, 422.000)
(-762.210, 15.480)
(-589.200, -186.850)
(229.710, -918.680)
(602.980, -355.190)
(-350.790, -537.920)
(-32.270, -577.200)
(436.700, -849.980)
(236.040, -282.370)
(540.950, -408.230)
(506.350, -523.100)
(-45.270, -672.170)
(-522.910, 527.480)
(-531.470, 645.510)
(-620.670, 363.750)
(-778.340, -25.670)
(-574.560, 582.000)
(-937.000, -403.920)
(-908.960, -213.470)
(-881.090, -201.840)
(-316.720, -223.310)
(-407.090, 3.560)
(-705.280, 366.280)
(309.160, -392.320)
(748.000, -434.040)
(-1021.880, -459.430)
(-22.340, -693.280)
(-960.260, -543.580)
(-378.390, -73.840)
(-600.760, -97.920)
(-568.470, -25.350)
(-690.650, -71.530)
(-290.590, -109.300)
(298.280, -343.070)
(-606.090, 404.350)
(-617.390, -36.710)
(-344.140, -310.020)
(506.790, -461.240)
(-266.780, -188.430)
(-71.950, -382.740)
(-839.100, -646.140)
(-780.650, -152.490)
(252.870, -909.830)
(651.220, -508.530)
(-854.140, -145.780)
(-484.630, 75.230)
(-315.000, -414.870)
(145.540, -401.630)
(-366.940, -201.360)
(-545.960, 162.560)
(-156.900, -607.270)
(99.040, -969.700)
(915.160, -621.100)
(175.200, -309.840)
(-481.010, 907.160)
(-833.010, -699.040)
(353.620, -364.850)
(-922.400, -301.180)
(475.980, -477.910)
(347.980, -317.410)
(-840.220, 10.590)
(-880.310, -630.780)
(-895.510, -625.030)
(726.180, -262.400)
(86.950, -839.460)
(-992.470, -255.790)
(-619.900, 592.410)
(810.070, -257.850)
(-732.320, 515.550)
(-824.840, 1.010)
(-591.720, -4.690)
(-217.680, -104.800)
(267.440, -448.330)
(-570.980, 650.250)
(130.260, -434.080)
(654.650, -429.680)
(-849.360, 489.090)
(311.230, -424.940)
(-9.160, -617.270)
(-998.300, -230.110)
(509.950, -584.250)
(-300.600, 67.600)
(-660.470, 668.060)
(379.740, -474.640)
(375.240, -387.980)
(492.540, -277.660)
(-1.710, -425.410)
(137.770, -927.300)
(382.630, -330.380)
(332.610, -324.850)
(-804.110, 46.530)
(-995.900, -368.380)
(-964.140, 450.080)
(88.430, -955.410)
(356.690, -496.100)
(600.090, -296.160)
(261.090, -971.910)
(475.080, -602.820)
(675.270, -323.990)
(-786.160, 429.820)
(-828.050, 444.680)
(-846.510, -253.490)
(-807.350, -705.470)
(-469.430, 49.710)
(-76.950, -616.140)
(-811.300, -74.210)
(381.700, -1033.310)
(-672.240, -876.720)
(111.440, -246.820)
(360.680, -796.730)
(-512.470, 387.060)
(-575.910, 741.540)
(-784.530, 466.270)
(95.100, -908.990)
(-633.000, -112.950)
(-227.740, -590.820)
(-624.380, 516.070)
(6.010, -680.430)
(-511.480, 473.480)
(582.710, -608.600)
(706.440, -570.360)
(780.690, -552.980)
(-674.060, 104.830)
(-784.310, 500.770)
(-611.250, -756.870)
(-671.790, -722.400)
(-312.700, -137.810)
(485.850, -289.150)
(-669.800, 419.820)
(-370.700, -85.340)
(444.800, -469.170)
(594.420, -387.200)
(765.050, -484.560)
(428.950, -987.690)
(-168.590, -402.090)
(-19.980, -672.680)
(656.140, -294.990)
(-124.290, -483.100)
(-349.800, -175.440)
(-764.760, -176.180)
(9.340, -659.630)
(-234.210, -11.370)
(-684.830, -731.680)
(17.760, -644.210)
(-389.920, -354.150)
(-675.250, -6.340)
(-45.900, -363.370)
(-177.890, -561.900)
(-1018.760, -198.220)
(792.080, -464.560)
(-261.500, -16.380)
(1.950, -259.270)
(-352.620, -13.920)
(-164.990, -498.640)
(-373.330, -250.940)
(-638.310, 1022.650)
(-840.550, 566.860)
(-287.090, -579.430)
(-448.050, 243.370)
(-475.970, 923.210)
(-433.810, -205.770)
(-265.980, -296.290)
(-957.150, -484.140)
(978.500, -123.780)
(-476.230, 918.180)
(-218.070, -57.420)
(-14.820, -637.880)
(-334.930, -296.930)
(-694.470, -174.730)
(607.160, -336.950)
(-728.920, -31.570)
(283.510, -984.150)
(441.700, -750.970)
(-989.200, 628.720)
(-952.680, -27.860)
(-676.000, -738.750)
(-959.670, -387.250)
(-872.890, -248.930)
(864.730, -180.230)
(-419.980, -585.180)
(372.500, -1009.950)
(-719.980, 523.650)
(-295.640, -409.260)
(422.400, -298.720)
(-731.170, 45.970)
(238.800, -852.490)
(451.410, -291.620)
(517.260, -824.760)
(435.790, -498.210)
(-292.350, -79.250)
(-282.810, -468.830)
(-792.390, -171.400)
(-690.770, 267.960)
(-896.230, -599.370)
(-584.450, 415.910)
