100
634 976
D -709.36 -983.52 5.41
C -657.10 -294.86 3.04
C -521.11 -849.66 12.21
D 21.95 -421.39 10.54
D 906.44 10.59 34.10
C -574.98 -859.66 7.86
C -906.88 -241.59 11.30
C 802.11 -2.45 6.93
C 918.93 -27.49 3.82
D -524.00 -323.96 9.91
C 306.33 -462.74 4.68
D -616.13 -354.02 5.11
C 782.53 194.19 2.83
D 147.07 -432.66 12.03
D 605.15 -49.89 3.24
C 917.37 -222.71 31.65
C -756.62 -987.66 0.63
C 895.44 -311.71 7.97
C 650.43 -985.99 16.37
C 958.09 777.78 18.11
D -326.65 -433.21 4.77
C 794.85 -201.65 21.50
C 914.08 -494.15 4.00
D 830.95 186.53 6.21
D 935.32 -300.58 31.72
C 655.52 -74.33 5.96
D 395.06 -696.58 0.98
D 732.21 135.09 6.61
D 957.48 -245.88 7.95
C 340.13 -392.71 4.42
C 798.26 962.56 4.78
D 305.78 -447.05 2.94
D 48.92 -437.00 18.55
C -512.93 -585.17 0.87
D -595.40 -944.55 7.86
D 865.52 706.50 12.74
D 841.57 929.43 17.96
C 972.38 -161.27 4.46
C -529.61 -681.64 28.96
C 890.03 -328.45 0.15
D 585.83 -998.76 12.38
D 997.38 -457.45 1.64
C 594.92 -359.13 3.74
C 852.71 486.18 1.53
D 469.89 -616.93 4.07
D -996.55 -310.26 5.90
D 812.10 106.65 0.05
C -650.54 -446.17 1.81
D 938.03 814.54 10.82
D 379.86 -621.37 36.87
D 910.38 864.14 28.61
D 992.18 230.93 13.62
D 548.88 -585.97 4.06
C 969.84 530.72 17.32
C -622.70 -403.46 9.78
D 442.81 -789.18 11.87
C 512.47 -588.08 9.65
C -974.72 -385.36 18.31
C -537.08 -908.06 20.46
C 877.53 497.34 11.21
D -218.20 -498.99 10.06
C 905.85 359.57 2.53
D -527.83 -481.82 13.95
D -927.26 -279.17 1.95
C 716.98 -41.30 23.74
C 745.20 -433.50 1.65
D 94.72 -478.14 17.27
C -653.45 -306.34 7.69
C 954.63 -471.77 16.54
C 468.91 -665.90 32.09
C 906.78 373.34 2.57
C -968.92 -279.37 3.63
D 969.48 -0.21 14.95
D 909.35 310.05 17.40
D 970.86 625.94 8.90
C 917.67 242.93 10.21
C 841.35 461.94 7.82
C 759.85 -319.66 18.56
C -859.62 -335.53 5.04
D 488.58 -841.96 40.70
D 625.16 -406.08 22.06
C 445.68 -250.98 15.27
C 895.68 -460.12 18.71
D -506.71 -637.73 14.08
D 732.55 -229.11 5.08
C 617.46 -103.77 37.37
C 928.55 39.07 1.49
D -53.06 -398.89 3.77
C 892.54 240.41 8.67
D -904.86 -276.05 7.91
D 456.43 -611.17 2.21
D -947.59 -296.56 4.91
C -381.69 -605.41 8.13
C 651.90 -484.81 11.06
C 837.50 414.36 16.78
C 538.44 -966.19 21.77
D 957.07 685.79 37.72
D 540.42 -631.96 10.16
C -737.76 -402.88 9.55
D -888.04 -103.71 3.21
C 714.57 -282.37 35.64
D 943.77 -31.72 16.36
D 993.45 837.29 27.78
D -246.31 -416.73 4.53
D 577.14 -572.33 2.04
D -247.70 -481.31 14.26
D -221.91 -429.43 3.47
C 427.97 -644.23 12.34
D -306.06 -388.10 4.62
C 425.53 -622.70 0.92
C -333.86 -401.67 10.44
D 422.16 -688.78 9.55
C -856.64 -407.18 5.89
D 567.36 -377.48 9.75
C 896.51 -59.74 8.60
C 877.83 999.88 15.50
C 826.60 -340.71 14.77
C 556.61 -903.48 29.30
C -378.66 -402.39 1.14
C -232.84 -525.74 3.84
C 399.76 -709.14 6.63
C -555.14 -844.09 2.85
C 888.84 111.30 22.90
D 819.62 830.06 6.80
D 821.87 941.08 2.43
D -636.81 -972.64 25.54
C 978.86 -436.46 2.25
D -646.16 -449.28 1.32
D 468.55 -790.59 4.89
D 890.39 49.93 6.27
D -989.59 21.96 13.37
D 405.76 -699.29 2.80
D 317.03 -594.35 17.66
D 535.36 -549.95 3.88
D 841.51 99.42 23.23
C -93.92 -390.16 5.59
D -512.72 -572.97 2.58
C -595.40 -882.69 11.70
C -995.20 -355.33 1.01
C -620.92 -903.58 7.92
C 961.74 359.80 16.42
D 881.89 -94.00 7.03
C 947.45 -989.17 13.78
D -511.23 -505.61 9.71
D 769.97 -24.05 2.70
D 987.77 -57.53 2.18
C 989.93 723.98 7.15
D 880.24 307.05 1.50
D 452.51 -191.40 5.39
D -417.53 -592.00 5.21
D -941.55 -120.69 7.99
C -967.19 -98.94 15.23
C 804.76 -72.76 9.11
D -883.52 -383.12 5.42
D 704.45 -424.43 6.19
D 977.55 -444.48 4.67
D -984.38 -342.64 0.98
D -995.06 62.27 12.71
D -495.69 -783.54 10.52
C 581.49 -966.80 1.18
D 806.65 -179.76 2.03
C -880.36 -319.18 8.52
D -352.02 -414.45 3.68
C 602.27 -444.97 15.63
D -595.55 -354.12 2.98
D 552.08 -621.19 2.51
D -85.08 -419.71 0.52
D -990.20 -122.79 0.88
C 759.52 -282.56 7.19
D 983.08 -526.13 3.88
C 795.34 -163.77 8.29
D 788.38 985.15 6.24
C 913.03 53.95 7.54
C 759.70 -28.81 6.60
C -28.85 -459.55 15.27
D -575.58 -967.46 4.66
D -606.51 -984.97 4.98
C -97.50 -458.07 15.46
C 972.13 426.03 3.65
D 591.94 -400.20 5.30
D 861.35 826.20 22.28
D 896.01 391.24 4.89
D 653.37 -30.91 13.98
D 195.07 -348.41 1.51
D 955.28 -161.98 11.82
D -531.83 -728.21 1.83
D -237.68 -518.67 1.08
D -569.47 -917.24 11.22
C -428.33 -551.79 6.74
C -266.60 -424.89 7.33
D -976.34 -352.83 8.90
C 953.54 -267.52 1.52
C 844.90 192.31 8.41
D 49.26 -474.26 14.06
C 998.04 -159.83 0.80
D -503.73 -821.12 6.60
D 819.33 228.52 35.75
C 836.94 -2.94 20.10
D 158.46 -375.01 4.66
D 677.10 -39.95 0.21
D 502.48 -783.59 2.98
D -64.47 -463.82 1.44
C 858.10 64.87 0.81
D 395.78 -254.59 3.51
D -239.71 -400.68 9.05
C 981.56 -310.53 12.52
C -652.49 -426.03 2.17
D 164.53 -478.17 32.46
C 387.98 -267.57 2.57
D -996.77 -13.23 19.29
C 983.79 -980.23 11.98
C -288.45 -531.58 15.63
C 573.11 -543.68 11.84
C 893.48 252.90 1.26
C -11.90 -396.61 1.92
C 995.01 313.11 5.54
C -620.01 -313.68 23.40
C 51.92 -385.37 11.80
C 752.79 -480.63 0.91
D -950.30 -428.19 5.04
C 200.45 -465.18 0.29
D 724.90 -392.52 14.89
C -260.51 -503.52 3.68
C 389.81 -315.92 5.16
C 153.28 -347.69 4.56
C 548.15 -352.54 1.22
D 872.28 522.91 4.49
C 866.28 612.02 3.17
D 708.56 -77.70 7.64
C 851.99 530.83 13.15
C 573.43 -597.71 8.06
D 926.13 374.59 4.71
D 792.67 -285.29 4.42
D 987.43 -454.45 1.39
C -547.45 -875.79 4.29
C 318.52 -539.68 6.39
C -40.65 -399.99 6.64
C 634.72 -34.96 4.55
D -569.64 -899.73 3.42
C -642.95 -284.34 6.22
C 959.55 -183.90 5.05
D 692.99 -460.11 9.63
C 940.92 730.97 4.44
D 791.88 -463.66 0.04
D 854.06 332.38 1.66
D 407.75 -288.65 19.49
D 586.72 -373.84 3.16
D 521.76 -146.99 3.07
C 173.87 -520.24 1.05
C -124.47 -401.24 19.71
C -586.86 -314.77 6.46
D 861.47 -27.97 11.08
D 941.20 634.44 10.43
D 298.54 -298.28 20.86
D 976.35 161.15 3.38
C 509.27 -649.82 4.97
C 997.01 -182.01 5.46
C -428.04 -352.09 6.87
C -363.34 -494.02 5.10
C 486.25 -278.64 0.93
C 119.06 -444.77 17.21
D 341.50 -643.93 7.30
D 229.96 -499.97 3.51
C 566.31 -121.05 0.90
D 892.77 669.05 11.55
C -507.16 -485.10 1.95
D 850.78 171.74 11.68
C -541.11 -824.98 9.28
D 802.02 -235.83 11.17
D 986.42 -23.72 1.70
D 459.37 -312.97 12.23
D 535.13 -563.10 2.35
D -106.69 -490.66 1.15
D 995.49 -553.47 0.72
D -542.23 -636.68 11.85
D 987.05 -428.79 5.45
C -578.57 -427.18 19.08
D -309.17 -512.55 5.71
D 867.78 -60.37 1.15
D 689.59 -162.86 16.69
D -983.27 -427.98 16.37
C 540.00 -137.27 6.32
D 574.45 -433.08 3.23
C -852.48 -184.53 6.08
D 612.42 -943.51 11.26
D 599.08 -566.59 6.90
D -822.01 -394.57 5.40
D 216.87 -332.21 7.42
D -535.23 -613.30 7.02
D 998.54 271.35 4.06
C 470.87 -283.74 3.44
D 937.44 487.52 10.61
D 327.24 -621.42 10.93
C 641.51 -509.27 8.30
D -571.15 -299.36 8.71
D 897.63 638.42 11.13
C -400.43 -525.34 3.19
C 405.90 -260.31 4.25
D 240.80 -518.30 3.45
D 707.51 -466.29 0.32
D 629.28 -458.83 8.81
D -366.80 -415.78 2.09
C 751.43 -347.31 6.44
D 891.38 -324.99 2.78
C -895.10 -208.94 7.60
C 812.11 279.11 13.92
C 808.73 -166.59 4.39
D 432.50 -727.30 1.44
D -364.05 -478.80 0.48
C 375.20 -248.15 5.07
C 763.72 203.30 8.96
C -680.85 -997.15 0.85
C 872.06 152.06 1.53
D -757.50 -180.55 2.57
D 694.08 -323.26 4.48
C 847.94 -198.62 18.93
C 961.24 -507.42 2.06
D -656.27 -490.78 4.92
C 990.22 749.99 8.65
D -361.43 -399.62 13.06
C 486.78 -313.23 12.07
D 32.63 -404.91 6.66
C 539.48 -615.81 5.66
C 637.88 -137.53 1.11
D 568.10 -566.97 4.17
D -12.91 -442.87 2.58
C 861.97 669.28 10.67
D 839.56 -94.17 8.60
D 548.65 -669.33 3.09
C -919.14 -362.92 7.19
C 444.48 -302.24 0.55
C 16.92 -380.18 3.53
D 883.47 365.07 10.76
C 883.27 946.08 2.35
D -165.06 -414.44 9.00
C -898.77 -138.64 5.12
C -728.32 -990.32 7.88
C 908.26 669.24 1.74
D 716.63 104.09 2.91
C 857.86 509.51 3.51
D 887.83 295.03 5.11
C 294.60 -338.92 6.85
C -968.26 -7.54 5.97
D -999.78 -399.73 4.00
C 684.63 -203.40 9.84
D 834.94 754.23 5.20
C 888.59 978.16 7.80
C 834.93 -319.95 4.74
D 876.27 326.20 1.48
C 987.88 -241.58 7.87
D 765.12 -472.61 9.30
C 170.75 -430.78 5.76
C 896.06 -271.71 1.89
D 522.16 -598.27 2.89
C -247.83 -529.58 3.31
D 777.26 -271.07 1.35
C 812.75 49.77 2.54
C 897.04 73.49 14.11
D -573.62 -374.73 7.31
C -896.82 -364.39 8.19
D 888.99 694.89 6.96
C 651.25 -139.53 5.57
C -674.09 -426.27 13.06
D 198.97 -335.93 6.19
C 986.30 -71.98 0.33
C -731.31 -393.28 0.92
D 414.70 -216.95 8.61
C 462.30 -805.29 3.06
C 911.90 -82.65 0.36
D 663.98 -51.74 3.15
C -604.62 -538.87 0.84
D 868.10 965.97 10.33
D 649.23 -433.00 12.84
C -873.69 -268.57 7.59
D -498.18 -572.57 3.57
C 930.18 505.63 5.32
D -630.70 -511.64 6.30
C 792.03 280.88 2.09
D 331.58 -505.78 4.38
C -483.92 -772.92 2.98
C 997.72 140.79 2.61
C 921.37 -58.63 7.73
D 800.82 -322.75 16.44
C 857.83 800.00 3.89
D 866.49 336.13 7.37
D 780.34 -462.78 1.29
C -868.56 -316.93 2.46
D -74.63 -441.91 3.79
D -661.75 -258.53 13.22
C 814.73 4.70 2.72
D 152.48 -515.70 6.87
D 20.89 -469.30 13.03
D 765.69 -236.72 22.53
D 912.21 -434.96 1.99
C -642.36 -495.18 5.28
C 929.28 -182.97 9.35
C 998.25 283.77 4.13
C 467.03 -933.98 6.25
D 979.60 -88.91 0.30
C 808.45 28.16 5.59
C -489.69 -599.00 9.46
D 487.45 -789.19 5.35
D 857.25 600.48 7.28
D 721.67 121.15 3.13
C 733.63 -457.15 2.90
C -153.70 -390.83 9.41
D -915.74 -99.82 11.47
C 406.39 -727.73 3.14
C -516.02 -597.99 1.08
D 420.59 -336.51 2.17
C 886.32 330.44 8.92
C -418.48 -570.84 1.59
C -224.66 -466.53 11.91
C -243.51 -459.93 5.79
C 959.82 -437.62 3.95
D 968.22 749.99 8.52
C 998.22 -309.48 2.68
C 539.50 -603.51 4.74
D 834.70 390.94 4.24
C 547.36 -373.26 6.35
D -941.66 -403.75 2.21
C -931.41 -389.63 3.69
D 316.69 -487.78 0.15
D 625.85 -960.62 8.50
D 424.51 -677.01 1.88
C -672.65 -968.96 7.79
D -977.05 -975.60 2.70
C 932.55 240.61 4.69
D -988.26 -332.55 1.07
C 578.62 -450.72 1.64
C -976.06 -121.66 6.21
C -34.84 -411.08 3.26
C -542.32 -509.76 5.34
C -344.00 -375.74 11.32
D -187.01 -427.40 4.25
C -555.22 -854.86 7.78
D 912.31 685.45 6.21
C -98.83 -420.49 10.61
C -946.34 -282.35 1.53
D -599.27 -299.19 0.78
D 425.46 -760.56 9.15
D 831.99 356.94 0.65
C -937.89 -232.69 4.98
C 876.94 306.92 1.64
C 997.94 45.36 2.04
C 728.34 -479.24 8.82
D 889.37 346.00 5.13
C 983.42 137.53 5.24
C -108.89 -488.74 1.12
C 372.69 -270.87 8.71
C 181.40 -335.57 9.14
C -555.19 -359.54 10.39
C 585.66 -951.62 8.50
D 592.93 -915.68 2.25
D 930.04 -494.48 8.00
D 882.81 -178.65 12.65
C -260.53 -402.11 6.41
D -288.14 -421.98 0.95
D -594.62 -341.06 3.44
C 849.30 511.55 2.56
D -682.85 -225.74 0.50
C -923.09 -293.29 1.70
C -928.97 -10.74 1.69
C 522.93 -997.09 12.03
D 862.10 239.56 2.06
D 422.07 -597.89 1.71
D 885.56 654.02 3.32
D 964.28 561.79 0.59
C 719.18 -206.79 14.01
D 846.94 -361.44 12.69
D 909.82 -65.45 5.00
C 695.64 -411.18 4.15
C 895.58 832.91 4.45
C 811.90 323.78 0.58
C -912.08 -198.31 4.49
D -449.58 -709.34 1.50
C -862.56 -217.84 24.72
C -358.89 -438.66 2.41
D -655.65 -337.85 12.10
D 456.24 -291.32 4.53
C 981.14 -393.55 12.75
C 566.90 -512.09 3.48
C -379.70 -579.14 3.42
C 638.83 -538.51 0.11
D -393.52 -362.26 7.17
C 379.27 -289.01 3.03
C 859.63 -431.20 0.07
C 968.42 -140.04 9.42
D 876.48 -153.55 6.66
D 588.22 -361.87 1.94
D -507.26 -765.94 2.80
C 865.14 -73.41 4.85
C 629.28 -332.60 5.13
D 976.86 181.38 3.85
C 908.22 650.35 0.90
C 447.48 -700.29 7.38
C -435.71 -692.25 1.70
C 567.53 -71.98 1.10
D -278.70 -497.95 1.38
C 500.64 -704.46 0.32
C 966.38 -364.11 7.03
C -542.40 -940.54 10.77
D -496.46 -341.85 3.09
D 549.54 -570.49 6.89
C 853.35 719.72 4.65
D 857.83 -470.62 2.19
C -759.06 -195.83 6.57
D 919.22 -257.95 2.04
C 736.45 -489.98 0.43
C -469.41 -642.37 3.65
C 478.30 -236.25 0.33
C -340.42 -506.75 3.08
C -590.08 -865.31 0.47
D 996.11 16.62 15.47
D 999.65 -45.05 10.23
C 429.44 -798.13 3.09
D 789.09 952.79 0.54
C 950.60 134.78 9.19
500 33.83 -29.09
519 -67.44 39.18
440 96.23 -97.78
56 -5.85 -81.60
176 -44.80 55.49
224 -0.20 57.55
299 -47.97 61.38
72 -59.07 -57.68
75 -69.35 -26.84
576 -74.00 68.40
162 20.71 22.31
259 -14.32 7.44
229 -93.93 24.50
487 -1.95 -74.53
274 33.00 -73.91
264 -44.24 -57.76
261 -98.79 -32.51
222 -11.09 68.93
369 -0.49 -46.39
156 86.48 6.01
148 36.61 -12.78
248 -9.85 -12.76
70 70.81 -27.91
395 -5.95 0.57
591 -85.11 46.31
401 -77.80 -61.78
178 -89.10 0.24
540 -86.98 54.02
509 67.46 33.81
148 -15.64 -76.04
471 43.47 28.47
395 77.03 7.42
500 3.55 81.93
411 -65.65 52.03
295 47.50 -93.41
59 8.82 55.74
244 92.32 -63.38
218 39.18 -48.71
218 -88.95 -45.40
415 51.22 -21.75
250 44.88 22.79
44 29.22 33.14
517 93.08 -40.81
162 54.45 -68.23
241 -21.97 -64.26
261 66.08 56.38
36 -44.25 30.39
509 -33.37 41.60
337 -82.53 -21.95
387 -91.93 12.84
248 15.67 -72.95
287 95.27 -5.87
259 -4.99 -32.15
224 -11.10 -43.36
398 26.86 -21.04
82 -57.87 -39.64
140 -12.52 96.03
367 -21.57 -11.92
260 -36.74 1.51
229 56.50 -77.20
215 -31.85 66.59
160 -24.40 37.68
241 86.28 69.56
347 20.48 79.83
506 -73.76 76.97
400 15.04 12.12
456 -34.51 -81.74
252 84.40 97.23
74 36.18 80.15
244 97.13 58.16
609 -23.17 -54.25
269 -14.35 -24.66
542 22.02 22.61
283 52.87 31.93
54 -36.92 44.01
419 44.13 77.04
206 81.24 -17.71
23 53.59 -52.08
621 92.63 -0.69
402 54.27 -62.53
385 -65.89 32.91
573 -13.21 -44.60
461 -85.65 -44.13
271 -70.67 -6.75
614 61.89 19.95
81 -41.45 -59.56
1 96.94 -80.73
576 -75.21 96.48
150 18.53 15.02
240 -9.17 74.63
574 19.05 -61.10
433 -12.27 62.73
317 85.56 -71.48
398 25.88 49.79
354 97.57 7.96
227 7.58 59.82
461 -89.23 -44.60
315 -13.58 -78.36
222 89.84 -77.68
56 -56.43 91.37
176 -61.91 -99.98
316 -68.58 -70.07
542 19.82 90.88
517 17.84 -21.98
398 -99.16 -45.44
354 78.32 72.98
388 -18.95 -37.63
129 81.38 -23.55
205 -85.68 -6.17
265 12.84 76.71
265 17.54 30.23
54 -51.49 -49.10
573 74.50 9.39
190 -17.53 6.34
243 9.10 15.67
417 97.99 -85.11
273 35.77 -20.39
227 -71.59 -69.87
167 50.69 -89.41
454 68.02 75.63
74 81.27 -95.42
34 -61.88 51.78
299 -95.55 -47.84
461 -93.07 67.57
161 -2.23 4.83
199 -65.02 13.09
507 -97.32 -66.14
188 -39.45 -77.06
89 83.47 -28.79
246 -71.83 -68.97
519 7.71 79.35
260 -10.39 -40.22
433 90.59 -31.99
476 -47.83 92.97
303 -82.38 69.79
384 8.77 2.48
200 11.28 63.78
7 -5.72 -47.93
276 -14.80 -90.04
260 65.81 -27.73
632 87.65 56.24
241 12.97 90.78
482 38.66 57.52
508 0.63 18.44
344 94.41 -26.95
82 -55.15 -96.39
246 -25.87 26.96
557 -29.58 -65.36
506 -49.99 48.32
367 -65.90 84.05
454 -59.74 30.81
276 84.52 -56.51
299 -71.56 -60.28
479 -15.16 9.65
282 -67.38 92.10
260 -77.89 -0.25
45 -19.58 52.51
144 -47.04 48.67
11 41.12 15.24
282 -73.37 97.65
215 8.20 -36.79
56 -54.91 65.85
10 38.75 -55.68
623 45.88 -7.44
30 18.61 -34.79
75 -97.32 -33.62
360 89.67 -40.16
629 -58.61 -25.55
323 85.77 80.54
583 66.41 -90.95
167 -26.41 99.32
219 74.75 -16.95
148 -63.31 -79.20
629 89.32 -23.74
264 54.11 22.24
494 -38.71 41.96
282 61.49 -51.94
583 -88.10 61.95
221 -94.85 33.91
239 -42.97 8.47
316 7.21 72.54
585 1.50 -68.61
246 -15.45 -99.73
487 14.97 -66.21
450 -81.99 30.30
273 74.15 0.94
95 -85.42 55.10
53 54.16 24.77
176 70.51 1.28
295 -66.48 -14.51
20 41.18 44.72
182 39.29 18.70
199 91.78 57.18
378 -15.28 -52.49
605 68.93 -83.89
357 -21.90 -50.58
317 3.60 14.05
552 -6.83 67.43
534 -29.07 66.74
337 1.37 94.03
600 74.48 -83.06
542 -71.10 -19.40
454 -76.02 99.12
221 -1.08 15.27
367 43.75 90.63
323 71.63 71.93
354 -81.63 -16.74
203 -71.53 65.40
482 95.17 -72.07
369 71.50 15.60
469 48.48 14.80
283 -97.93 -90.39
246 15.02 -82.32
196 -41.95 -31.42
306 34.25 83.31
348 -88.28 -15.12
629 57.55 -45.79
411 -46.51 54.24
594 55.52 96.48
552 -9.92 16.20
454 -0.27 57.10
23 -4.67 37.87
504 28.78 63.14
81 -14.39 -79.92
212 -39.36 -90.02
147 -0.52 32.12
164 71.55 73.14
440 -36.65 -68.21
23 7.00 -21.04
591 4.08 -23.50
370 -66.26 -42.94
35 11.47 80.54
461 78.37 -81.52
604 82.45 1.62
386 -84.61 19.51
269 -64.00 -94.68
552 -33.50 10.28
348 -26.86 93.85
120 -44.62 43.95
606 -42.10 90.43
303 89.99 -60.67
82 -96.50 -63.05
53 -70.74 -54.52
103 88.16 -69.30
482 23.30 -2.09
411 -54.27 -87.26
400 -84.15 42.62
335 36.96 19.18
488 87.80 51.29
161 -93.61 -57.85
594 66.39 92.50
408 -16.40 -96.50
585 32.17 48.07
469 57.77 92.01
401 -59.83 95.29
494 -45.31 64.04
538 -1.03 -85.07
142 87.76 2.27
72 57.49 16.69
435 22.17 12.31
129 -40.74 -1.32
227 -29.09 58.40
474 -31.03 25.60
13 -12.66 28.30
87 32.75 -76.19
161 -20.03 70.59
323 80.76 -3.88
34 -21.02 -80.48
259 90.32 -65.94
296 -93.26 70.18
522 92.25 -53.83
360 82.57 93.58
109 24.03 52.10
441 -4.65 -59.77
1 83.21 87.12
248 -39.10 33.77
498 -51.38 -11.94
440 -65.90 52.36
534 53.81 33.49
190 -52.91 -24.29
260 1.10 61.54
127 -76.82 1.06
405 -13.48 -66.07
58 69.62 -97.41
196 -86.30 4.21
179 69.82 68.06
11 96.55 -6.85
485 17.28 53.56
306 12.93 0.24
252 37.06 66.19
525 -84.46 49.14
160 36.27 29.40
221 67.19 32.53
166 -31.00 -85.64
249 2.67 67.13
398 14.75 -6.16
89 13.08 -89.17
150 -70.29 -32.69
461 -30.91 0.75
522 52.65 36.15
35 -38.70 88.51
423 -77.24 26.67
218 -84.20 2.22
81 88.62 -55.49
65 14.14 -66.75
64 -79.41 42.21
160 80.04 88.53
239 -23.66 82.50
573 -97.04 58.91
430 76.25 11.63
542 -90.81 -33.41
36 -68.63 -10.88
354 43.20 14.95
297 89.70 -91.11
220 -7.64 88.25
540 -74.92 13.74
119 17.78 -34.59
517 1.98 99.20
140 -52.60 -63.11
323 45.81 95.69
199 -75.62 6.74
609 -77.81 66.09
301 35.61 17.28
476 37.44 -39.09
249 -46.47 80.64
311 97.06 -96.31
344 60.92 68.16
385 -52.51 51.96
435 47.38 -19.79
585 11.16 72.02
514 34.16 -85.86
76 -5.45 -12.24
582 -90.77 -62.97
534 28.47 -1.58
591 77.93 -18.27
344 69.17 -3.79
357 16.93 -5.34
393 47.76 44.85
459 -42.30 68.40
151 -42.96 93.67
618 -78.35 79.02
20 -92.54 92.55
276 7.00 -75.14
87 -71.18 -54.51
368 12.99 -49.89
243 84.77 -55.56
405 57.96 74.72
471 73.91 -54.51
83 -21.76 -7.62
109 -91.59 80.28
43 16.38 -83.58
72 25.75 -49.38
182 -57.05 67.92
265 79.25 -44.66
156 71.12 7.00
623 -16.75 -14.99
83 -90.54 -18.24
34 -19.46 18.44
444 -85.99 -11.18
538 20.51 78.65
266 -95.63 70.68
444 17.38 98.54
252 70.02 -1.28
498 -67.71 62.58
500 -75.70 61.22
555 -40.53 -49.00
423 68.64 70.74
147 -83.62 -12.67
222 93.47 -56.62
359 33.50 55.11
459 57.56 31.91
297 -31.76 -3.41
265 -98.74 -30.52
454 62.27 62.37
476 -89.18 59.34
41 37.67 -65.25
614 -46.11 86.50
315 -10.44 -22.80
361 3.34 -88.83
247 48.41 -96.70
443 -64.92 8.06
280 19.77 -69.52
41 -51.07 37.61
410 -67.00 40.67
487 86.40 78.53
378 92.15 -87.79
407 -77.93 48.05
429 75.78 93.19
301 -15.36 92.89
440 61.67 -88.76
41 -6.49 -86.39
347 -41.34 -57.56
591 -25.58 -8.55
71 26.76 56.14
261 61.62 19.55
152 -91.25 41.48
76 -85.11 56.67
550 35.62 -89.35
539 -38.59 -7.44
410 98.07 86.10
76 89.07 5.17
75 -82.73 69.49
387 9.75 -61.16
276 -51.62 -45.59
37 -6.75 79.91
490 -83.31 41.02
474 -9.28 39.07
152 -24.66 -35.63
291 -68.61 6.39
160 67.85 24.76
405 66.43 -13.73
112 43.29 -93.93
218 -25.82 -8.22
363 -98.07 88.75
384 29.59 -73.36
84 0.37 -38.76
429 88.92 87.73
574 -68.08 -99.63
273 -12.59 90.01
33 72.21 -0.55
